region,sales,quantity,price
East,625.62,8,77.44
West,563.41,7,79.51
West,1237.34,10,124.22
West,427.42,5,85.73
West,1020.37,8,128.4
West,767.12,8,95.71
West,128.07,1,136.03
East,307.91,6,49.49
East,276.24,4,68.84
West,126.52,1,127.64
South,256.41,5,50.14
South,107.58,2,49.62
South,274.9,4,67.09
North,401.36,4,97.11
North,210.05,3,66.3
West,416.96,3,134.02
South,181.16,3,61.37
West,640.55,10,62.86
East,256.66,3,80.61
East,268.34,5,52.92
West,959.72,8,118.61
South,104.15,2,48.45
North,686.88,6,112.18
South,130.06,2,60.86
East,218.04,3,71.25
South,1196.77,7,169.39
North,575.14,6,94.12
East,426.94,7,60.49
South,165.6,4,38.43
East,242.11,5,48.62
East,449.51,7,64.1
East,514.72,8,64.79
East,218.17,5,45.31
East,338.09,7,49.65
South,96.76,2,51.18
East,124.15,2,59.41
West,877.21,9,98.43
South,39.81,1,30.95
South,1067.32,9,118.87
East,265.05,3,89.36
East,142.04,2,67.61
West,1332.22,10,132.61
East,567.44,7,82.35
East,150.89,3,45.35
North,189.77,3,65.79
East,193.07,4,47.25
North,326.26,3,108.88
West,941.62,10,94.62
North,130.0,2,67.4
West,655.45,5,130.44
East,422.66,8,52.12
West,1443.34,6,238.58
West,146.25,2,70.93
South,742.73,6,124.63
West,339.22,3,109.39
West,1028.1,9,114.05
West,839.55,8,104.67
North,574.98,6,94.03
North,123.71,2,54.76
West,813.79,8,100.51
West,110.41,1,109.33
South,148.78,2,68.56
North,142.74,2,72.85
South,43.12,1,51.87
East,72.22,2,41.01
South,121.13,2,55.51
East,2413.75,12,201.22
West,689.81,10,67.98
East,188.37,4,43.95
South,34.15,1,31.37
West,374.01,4,95.43
East,50.78,1,42.88
North,267.05,3,91.58
North,86.54,1,71.57
East,692.85,8,87.19
South,301.99,6,51.65
North,299.28,6,50.34
East,137.44,3,47.82
South,70.74,1,70.34
East,300.14,5,59.06
North,311.21,6,53.18
North,335.71,5,64.97
South,159.57,5,33.76
South,985.62,5,194.51
South,180.03,3,55.75
North,2175.6,8,271.93
South,405.62,6,65.95
North,319.07,4,79.66
South,206.06,5,41.55
East,57.84,1,63.61
East,95.17,1,83.25
South,254.11,4,61.15
South,144.04,3,45.19
East,155.22,2,78.86
West,2725.68,8,339.0
West,684.39,6,113.69
West,843.02,9,92.12
North,407.12,6,65.76
North,146.59,2,66.74
South,245.23,4,63.69
West,893.52,3,297.52
West,275.9,3,93.2
West,135.89,1,139.52
West,939.47,9,105.08
North,193.28,4,50.33
South,529.82,9,58.98
West,461.22,4,113.74
West,183.6,2,92.89
East,116.63,2,62.95
West,502.92,8,61.11
South,568.04,5,112.84
East,326.12,6,54.2
West,744.98,8,94.23
West,134.98,2,70.5
South,121.4,2,54.9
East,115.55,3,40.53
North,469.15,5,94.72
West,622.86,5,126.3
West,309.42,3,106.1
West,629.05,5,124.67
South,286.44,5,56.59
East,220.81,3,73.56
East,456.63,7,66.61
West,384.81,6,63.06
South,400.68,6,68.25
South,1171.12,7,166.52
North,263.03,3,87.36
West,467.36,7,66.15
North,553.59,5,108.1
South,46.35,1,47.36
North,283.77,4,72.54
East,283.45,6,47.41
South,71.45,1,74.74
West,848.4,8,104.73
North,417.35,4,101.73
West,388.92,5,76.01
North,357.02,4,88.38
West,566.4,4,139.38
South,37.33,1,40.41
East,458.34,6,75.08
East,533.04,8,66.68
West,517.32,4,127.93
East,67.81,1,54.13
South,57.33,1,66.96
West,103.77,1,102.38
East,620.92,5,124.58
West,131.62,2,63.99
North,310.03,3,104.93
West,1099.94,9,121.98
East,153.6,3,48.0
West,349.5,4,87.56
East,132.86,2,66.81
East,140.31,3,49.43
South,234.03,4,54.88
East,163.6,2,75.98
South,169.29,5,35.42
East,377.7,5,77.43
South,281.61,4,67.12
North,962.81,5,193.48
South,317.29,6,51.28
West,1053.05,10,105.74
West,102.71,1,108.94
West,4615.84,13,355.04
West,138.0,2,63.63
South,75.75,2,39.16
East,156.86,2,72.26
West,327.07,4,82.97
West,454.62,4,114.24
South,217.9,5,44.18
North,91.97,1,83.12
West,692.72,5,139.38
South,374.01,5,74.05
West,378.32,4,92.87
East,260.22,5,49.92
East,208.65,4,51.1
East,55.1,1,47.26
East,401.57,5,77.67
West,90.57,1,84.26
West,960.82,8,119.06
West,535.48,4,136.19
East,370.2,4,89.78
South,159.91,2,73.92
East,140.87,2,63.02
West,2192.81,11,200.03
South,527.34,5,103.27
West,312.82,3,102.19
North,403.69,5,82.67
South,355.29,5,70.44
North,1018.93,7,145.67
West,478.38,6,81.3
West,522.0,8,66.01
East,587.39,8,73.29
East,38.67,1,42.06
South,169.86,3,57.8
North,559.4,5,109.16
South,207.52,5,42.23
North,277.85,4,69.1
South,31.51,1,36.1
South,53.26,1,52.7
South,135.32,3,43.39
West,544.76,5,110.83
West,412.16,4,104.46
North,575.39,6,96.56
East,1528.34,9,170.0
North,480.99,6,79.2
West,600.08,5,117.15
East,376.84,6,63.9
West,551.78,5,108.18
West,838.74,8,103.57
West,1026.33,8,129.12
West,1015.79,8,125.99
West,264.73,2,131.75
West,189.25,2,90.9
West,590.44,7,85.33
North,267.87,3,89.84
South,100.49,2,48.09
East,189.98,3,63.16
West,78.22,1,63.49
East,167.24,3,51.38
East,246.84,4,60.36
South,408.36,6,67.54
East,292.07,5,57.91
West,726.79,7,105.04
West,440.45,5,89.83
North,379.95,6,62.05
South,220.12,4,56.08
West,894.91,5,178.92
East,60.37,1,59.52
East,1081.01,6,180.2
South,183.61,3,56.68
North,77.05,1,64.92
North,214.23,2,101.25
South,422.91,6,68.8
East,210.28,3,72.34
South,275.19,5,54.75
North,242.36,4,61.85
East,550.06,6,89.59
West,1809.98,12,150.1
East,373.92,8,45.9
East,984.85,9,110.05
North,765.23,7,109.64
West,604.65,7,84.53
South,85.48,1,71.15
East,1409.8,6,235.98
West,646.0,6,105.84
North,496.8,6,82.97
West,637.75,6,104.88
East,451.17,6,76.18
South,98.88,2,53.82
North,212.39,3,73.96
South,118.82,2,58.22
South,139.2,3,43.27
North,258.18,3,85.59
West,1076.37,8,133.51
North,386.19,7,53.23
East,515.51,7,71.81
West,1116.07,9,122.97
East,570.7,7,79.75
South,34.41,1,33.35
East,263.82,3,89.21
West,154.71,2,80.77
West,888.27,10,87.89
North,208.8,2,102.0
East,581.48,8,72.16
West,1146.72,9,127.89
South,176.04,4,45.78
East,389.28,5,78.53
East,73.96,1,83.46
North,376.16,6,62.99
West,642.31,8,79.09
North,1280.42,6,214.42
East,141.43,2,71.86
East,173.78,2,88.61
West,1044.51,10,104.29
North,43.82,1,53.11
East,71.87,1,58.55
West,632.41,8,77.39
South,136.99,2,69.31
East,694.43,8,87.89
South,168.78,5,31.8
South,206.82,5,40.87
South,228.76,6,37.34
West,879.97,7,126.75
West,451.77,5,88.96
West,1026.32,9,113.89
South,288.16,5,55.59
South,122.0,4,30.8
East,470.23,6,76.17
West,991.67,8,124.08
East,711.12,6,119.89
South,234.97,4,58.85
East,162.67,2,81.59
West,81.05,1,71.4
East,341.38,5,66.42
West,1136.67,9,125.31
North,59.29,1,53.38
North,1486.83,10,149.2
West,251.75,4,60.22
West,325.24,3,107.85
West,391.86,3,126.24
West,792.75,7,114.04
North,354.54,4,90.58
South,283.79,6,45.66
West,71.87,1,70.72
East,229.47,5,44.85
South,329.24,5,65.97
East,615.72,7,88.45
East,162.87,3,53.9
South,267.59,4,67.97
West,93.71,1,102.24
South,146.78,2,70.31
East,169.4,4,41.53
West,1110.88,8,139.78
East,552.43,7,77.09
West,1005.75,8,124.48
North,89.06,1,93.2
North,95.93,1,96.12
West,481.93,5,96.29
West,852.51,7,121.58
East,373.2,8,46.96
South,186.12,4,45.19
South,123.52,2,66.08
South,275.05,4,70.1
East,75.21,1,64.26
South,229.28,3,72.78
West,136.31,1,126.91
North,774.17,6,128.05
South,487.85,6,82.51
North,551.98,7,78.74
East,292.55,4,70.2
East,345.55,5,68.81
South,357.96,6,58.79
South,173.71,5,34.68
East,609.24,7,86.5
East,115.76,2,61.01
North,89.45,1,80.68
West,683.12,8,84.88
West,503.28,5,100.38
West,973.07,7,138.9
East,263.85,3,89.33
North,525.12,5,106.7
East,385.33,6,64.41
East,370.29,4,89.71
South,110.97,3,33.95
West,77.95,1,65.29
East,388.06,7,54.69
South,67.04,1,65.81
West,866.8,10,86.08
South,403.98,6,65.22
West,705.31,9,78.86
North,102.6,1,99.78
East,276.0,2,139.2
South,331.22,4,83.25
West,391.46,5,77.82
West,142.04,2,67.45
West,4133.57,14,294.26
East,133.09,2,61.14
East,308.0,7,44.04
East,230.84,3,77.96
North,525.78,7,74.55
East,459.12,6,77.02
South,256.61,6,41.47
West,944.4,8,116.18
East,94.54,2,42.94
West,748.68,8,93.09
West,615.09,5,121.85
West,166.98,2,81.12
South,136.81,2,68.87
West,74.56,1,63.03
West,784.38,10,76.98
West,2556.33,11,231.37
East,269.83,4,65.31
South,254.74,6,41.88
East,49.88,1,52.05
North,385.69,5,78.64
North,105.85,1,102.21
North,756.65,7,108.96
North,73.62,1,78.23
West,426.74,6,69.39
East,351.99,4,89.03
South,78.58,2,34.32
West,743.56,7,106.09
West,387.39,4,99.27
South,213.66,3,68.55
East,251.3,3,84.66
West,337.58,3,114.3
South,315.55,6,53.47
South,195.25,4,50.33
West,1035.59,8,129.51
West,811.33,9,89.38
West,255.76,2,120.46
West,134.47,2,61.61
West,91.32,1,95.94
East,224.95,5,44.77
North,670.74,7,95.43
South,172.76,4,39.52
North,915.65,7,131.35
East,181.11,2,86.75
South,389.46,6,64.95
South,297.16,6,50.38
West,860.79,7,123.37
East,493.4,7,71.31
East,362.25,4,88.24
South,128.08,2,60.45
West,80.76,1,76.78
North,440.18,6,72.56
South,162.61,3,57.23
West,505.44,4,127.91
East,1563.24,11,141.87
South,61.91,1,65.77
South,173.92,3,58.53
North,181.54,2,95.34
West,216.14,2,109.08
West,1047.57,10,103.7
South,365.22,5,72.45
West,137.36,2,62.48
West,242.88,3,82.59
West,559.61,7,79.56
East,348.85,5,67.92
East,255.9,3,81.63
East,674.86,8,82.94
East,263.62,4,67.95
West,2617.1,12,217.47
East,558.69,8,69.56
North,429.71,6,72.55
West,1137.63,5,228.13
East,172.27,4,44.57
West,866.42,8,109.53
East,150.83,2,74.3
East,86.91,1,79.33
North,242.71,3,79.64
North,400.5,5,81.98
East,158.96,2,82.85
West,264.46,2,130.15
East,104.89,2,57.21
North,265.37,5,54.17
East,157.42,3,51.28
East,400.58,8,50.77
North,438.07,5,89.16
West,301.64,5,60.39
North,822.9,6,135.09
East,365.6,5,71.64
West,741.17,7,104.11
South,223.8,3,69.93
West,483.25,7,68.96
East,221.45,5,43.41
West,936.35,5,185.22
North,102.79,2,56.03
West,773.08,10,76.24
East,716.1,8,88.77
East,474.42,7,68.35
West,558.97,7,77.78
North,220.26,3,71.71
West,120.58,1,129.89
West,206.68,3,68.16
East,535.9,7,75.67
East,54.53,1,58.14
West,839.87,6,138.83
South,252.45,6,43.07
East,39.51,1,45.28
East,181.45,2,88.88
West,85.28,1,92.48
West,696.36,8,87.92
North,181.99,2,84.7
West,80.7,1,88.35
West,230.97,3,72.76
West,337.65,4,82.7
East,529.32,8,66.9
East,312.11,8,40.17
East,477.1,6,79.15
South,110.0,3,33.98
South,68.13,1,63.58
West,1102.78,7,157.7
North,113.09,1,107.66
East,362.87,6,61.33
East,429.03,5,85.56
East,359.92,7,52.71
South,152.13,5,31.12
East,337.03,5,66.08
West,289.27,4,72.07
East,665.56,9,74.13
North,369.15,6,62.13
East,195.87,3,61.06
East,697.45,8,86.31
East,417.73,8,52.37
West,933.94,9,104.36
East,556.92,7,77.76
East,258.16,3,85.86
South,37.45,1,45.93
South,189.1,4,47.22
North,246.72,3,78.77
West,99.51,1,86.47
East,384.75,5,74.03
North,181.71,2,84.82
North,162.48,2,84.74
East,336.0,6,57.22
East,219.77,3,73.81
East,349.07,7,49.28
West,1374.83,10,137.16
South,86.0,2,38.36
North,317.3,3,101.01
West,1171.77,9,131.16
West,102.95,1,102.18
West,1240.62,10,123.34
East,164.71,2,83.25
South,353.3,5,69.65
North,486.54,7,67.59
East,161.14,2,82.48
West,376.51,4,94.72
East,446.86,6,74.59
West,1092.22,10,108.66
West,528.7,7,74.4
East,343.71,4,88.16
South,73.27,1,58.56
East,376.01,6,60.27
North,390.36,6,65.93
North,436.74,6,73.83
West,707.6,7,100.56
West,130.14,1,119.88
West,847.12,8,106.64
East,584.0,7,83.28
South,71.04,2,39.68
North,236.47,3,81.53
East,156.14,2,73.7
East,89.61,2,46.22
West,128.13,1,131.75
West,521.28,4,130.87
East,529.7,6,88.21
East,1110.96,8,138.52
East,347.6,7,48.81
East,331.21,5,67.27
East,412.5,6,67.35
North,824.95,5,162.54
South,47.43,1,41.91
South,180.62,3,60.19
South,111.7,2,55.01
East,481.25,8,58.88
South,159.94,5,33.52
East,192.45,3,62.57
East,67.39,1,77.22
East,308.04,4,78.81
East,374.79,7,54.31
West,726.48,7,104.87
North,434.4,4,105.55
East,127.83,2,64.37
North,181.7,2,89.55
East,175.43,2,86.63
West,440.34,4,112.13
South,250.54,4,64.17
West,108.17,1,107.83
South,476.8,6,80.1
East,130.85,2,64.04
East,285.42,4,70.48
North,597.71,7,84.04
North,756.71,7,107.93
North,219.37,4,55.78
East,577.89,7,81.38
East,920.62,6,151.71
West,267.57,2,128.79
South,122.22,2,65.46
South,591.73,5,117.89
North,70.65,1,66.62
North,275.89,4,65.32
North,261.65,5,52.23
East,369.27,6,62.32
West,997.24,9,111.72
North,197.84,2,98.18
West,471.37,4,116.28
East,177.47,4,43.31
West,760.49,8,94.13
West,320.7,4,80.08
North,140.1,2,64.62
West,1097.86,9,122.48
West,787.29,8,98.53
East,423.17,6,70.47
West,1025.21,9,114.49
East,206.7,3,67.07
North,102.61,2,52.25
East,562.97,7,81.63
East,201.65,3,63.97
West,216.42,2,103.72
South,288.45,4,73.31
East,221.06,4,54.59
South,215.57,3,73.06
West,857.45,9,94.96
West,528.03,3,174.22
West,144.64,1,133.44
South,74.49,2,39.31
West,505.34,8,62.58
East,170.27,2,85.09
West,712.97,8,89.19
West,111.08,1,104.42
South,203.64,3,63.95
East,228.56,4,55.73
North,57.2,1,67.03
East,431.26,7,61.58
North,85.28,1,90.44
East,53.03,1,58.92
East,462.13,8,58.73
East,368.93,7,50.65
East,349.35,6,56.62
West,225.04,3,75.24
East,196.48,3,66.24
South,372.5,5,72.87
West,253.96,2,122.51
West,116.29,2,62.9
West,385.7,5,77.84
East,564.79,7,80.1
East,56.46,1,62.51
South,64.53,1,57.33
East,166.5,2,87.19
East,539.07,6,89.68
West,61.01,1,62.44
West,1166.9,9,128.16
East,515.8,7,72.03
North,75.78,1,76.52
North,55.3,1,53.16
West,733.07,8,90.37
South,367.62,6,58.97
East,552.55,8,70.07
West,673.68,8,85.09
East,416.1,5,81.87
North,408.4,5,82.29
East,208.67,3,67.99
West,164.34,2,82.31
West,1094.54,9,121.32
North,2012.32,11,183.32
North,334.95,3,109.21
East,216.72,5,41.91
South,116.49,3,41.72
East,332.07,6,55.01
West,399.9,6,64.87
East,78.26,1,63.76
North,64.29,1,64.74
East,200.84,3,62.44
East,101.89,2,55.71
South,176.97,4,46.74
South,52.47,1,46.12
West,1285.03,10,127.04
West,1373.9,10,135.89
West,844.41,7,121.73
North,91.19,1,96.66
West,856.62,9,95.17
East,362.59,7,51.32
East,261.01,3,86.92
East,571.97,7,80.96
West,447.81,5,89.3
South,134.25,3,40.12
East,310.34,6,52.84
South,53.41,1,47.11
South,320.07,5,61.53
North,69.56,1,59.81
West,754.61,6,125.83
East,507.02,7,71.65
West,138.05,2,63.07
East,473.19,6,79.28
North,109.47,1,103.54
East,226.37,3,74.48
North,390.36,7,55.59
North,531.38,5,107.29
East,322.74,6,51.95
East,91.87,2,47.73
East,429.55,7,59.69
South,375.4,5,72.51
South,119.91,4,32.39
East,449.51,8,55.35
West,274.33,3,89.49
West,705.23,6,116.09
East,81.93,1,72.95
East,712.41,8,88.94
East,130.52,3,42.59
West,540.19,4,131.41
East,402.42,5,80.77
South,136.98,2,66.83
North,1664.57,7,236.24
East,440.72,5,87.87
East,219.83,5,43.65
East,862.43,8,106.96
East,344.18,6,57.29
West,499.98,7,70.49
West,694.95,10,68.69
South,300.84,6,50.44
South,120.78,3,40.44
East,401.8,5,78.19
East,235.34,6,40.82
West,291.63,4,73.19
North,527.13,5,107.35
North,1134.65,8,141.1
South,72.8,2,39.41
West,381.28,6,62.01
West,626.1,7,87.7
East,462.56,7,64.89
West,466.34,4,115.32
South,38.12,1,39.34
North,244.51,3,80.28
West,664.84,9,74.94
South,101.36,2,45.3
East,1310.9,8,162.57
West,972.62,9,107.08
West,946.54,8,118.5
West,784.94,7,113.55
East,105.84,2,47.83
West,699.58,8,88.53
West,1251.29,5,252.03
West,146.06,1,131.54
East,300.27,7,41.04
East,350.16,4,89.78
East,1018.89,6,169.09
East,61.59,1,67.07
South,261.58,4,64.08
North,223.03,4,54.32
North,113.01,1,103.59
West,579.68,5,112.98
West,633.64,6,105.85
West,131.75,1,139.09
South,627.34,6,105.89
North,78.0,1,63.27
North,224.42,4,53.56
West,441.94,5,90.2
West,379.28,3,124.23
East,272.94,4,64.54
West,586.75,5,119.16
East,423.79,7,59.67
West,860.36,9,96.25
East,232.21,2,114.81
East,77.41,1,71.03
West,837.47,7,118.79
South,317.91,5,63.31
West,425.26,4,107.41
West,786.66,6,129.65
North,491.29,5,96.09
East,290.18,4,69.16
West,717.76,7,103.19
East,236.16,6,40.22
North,251.8,5,51.49
South,684.19,5,137.09
East,411.27,7,57.36
East,176.26,3,61.22
North,345.57,6,58.46
South,66.76,1,52.81
North,635.13,6,107.4
South,198.11,6,32.38
North,2636.41,10,262.44
East,287.42,6,48.31
South,168.72,4,40.42
South,136.38,2,71.52
East,409.84,3,131.91
North,423.63,4,102.32
North,173.62,3,57.72
East,468.53,3,151.71
West,729.36,7,102.08
South,136.91,4,34.54
West,758.62,9,84.87
West,830.44,6,138.16
North,583.47,7,82.3
South,137.33,2,66.51
East,1574.39,9,174.22
South,84.5,3,31.36
West,126.9,1,117.0
South,59.45,1,45.8
South,108.25,2,58.4
East,261.4,3,85.54
East,273.14,6,44.57
East,394.24,5,80.22
South,316.47,5,60.75
South,250.47,5,49.55
East,530.0,7,74.78
South,192.23,5,38.69
East,327.35,5,66.1
West,547.07,6,92.59
North,338.34,4,81.34
North,272.27,4,64.93
East,593.88,8,75.19
West,1939.3,8,242.72
West,540.79,7,76.08
West,184.18,3,61.93
West,1824.2,13,140.08
East,371.5,8,46.99
North,312.91,5,61.23
North,334.54,4,83.62
East,119.99,2,52.81
South,174.92,4,41.76
South,143.27,4,35.81
South,66.75,1,72.3
West,138.73,2,65.77
East,407.38,6,67.67
South,66.39,1,67.53
North,210.64,3,65.59
West,839.49,9,93.56
East,147.53,2,73.32
West,484.51,4,121.84
East,256.67,3,85.87
East,165.73,2,87.67
East,235.1,4,58.23
South,180.07,4,45.88
East,777.09,6,127.58
West,236.39,2,112.84
West,670.12,6,112.18
North,557.07,6,92.6
East,687.5,8,84.33
West,611.75,6,100.15
East,558.43,8,69.53
North,792.16,7,114.0
West,650.03,5,128.98
South,261.82,6,44.66
West,496.39,5,97.17
West,326.45,3,104.41
East,518.35,6,83.93
East,44.26,1,40.67
South,179.84,5,35.41
East,47.25,1,52.37
West,734.23,7,103.69
West,1515.45,5,305.04
East,179.1,2,89.25
South,149.32,2,72.28
West,332.13,3,111.8
East,192.58,2,88.89
East,113.74,3,40.13
South,415.8,6,67.43
North,362.37,4,89.73
North,136.52,2,68.38
West,1101.77,9,121.71
West,606.54,4,148.26
West,1162.5,9,127.93
East,269.45,4,65.77
West,242.6,2,125.28
West,787.29,9,88.01
South,154.91,4,36.73
West,1207.11,10,120.64
West,325.22,3,110.18
West,1340.44,10,133.32
East,169.14,2,82.54
West,207.47,3,69.68
West,819.48,8,102.88
South,115.68,2,55.93
South,231.99,3,73.66
North,169.89,2,79.59
West,668.28,6,112.96
West,405.72,4,99.82
North,473.37,6,76.78
East,343.68,6,57.19
East,376.89,5,74.38
East,85.68,2,45.2
North,138.92,2,66.39
South,978.13,9,109.47
South,279.61,6,47.69
South,64.14,1,65.15
North,186.02,2,91.35
West,400.53,4,96.65
North,252.4,3,81.89
West,278.02,2,135.58
East,527.8,7,74.54
East,167.54,2,78.52
North,343.35,6,58.08
East,668.62,8,83.4
East,561.39,7,78.86
South,301.46,4,71.88
West,266.08,3,88.58
East,1621.08,10,162.44
North,154.99,2,78.62
North,614.01,5,123.04
West,325.92,4,81.2
West,368.89,5,70.9
East,321.04,5,62.76
East,287.22,7,41.76
East,432.34,6,70.17
West,220.6,2,107.24
North,363.3,5,71.84
East,133.63,2,68.74
North,64.47,1,59.11
South,423.42,6,70.07
North,380.91,4,92.83
East,1204.53,8,149.11
West,862.78,8,108.29
South,182.37,3,55.8
East,588.03,8,71.79
West,692.59,9,76.98
South,317.78,5,61.53
West,815.85,6,137.41
East,302.48,7,44.06
East,65.4,1,74.71
East,209.98,3,73.16
East,1776.68,8,220.44
West,822.18,8,103.02
West,373.86,3,127.2
East,520.09,8,65.92
West,688.76,6,115.18
East,266.92,5,51.8
East,75.08,1,80.55
East,172.81,2,81.83
North,389.83,4,98.66
East,237.8,3,79.17
East,226.74,3,75.04
West,401.51,3,136.55
North,300.72,6,50.17
South,85.02,2,42.32
East,625.13,7,89.99
South,53.87,1,47.91
West,1779.87,10,178.75
South,222.14,3,69.41
East,121.34,2,57.55
South,1054.66,6,175.21
East,142.47,3,42.56
East,214.69,3,72.76
North,329.39,3,105.66
East,135.4,2,60.28
West,374.86,6,60.34
East,165.86,3,58.19
West,853.68,7,120.16
North,189.53,3,63.53
East,110.91,2,58.53
East,413.68,8,50.49
West,382.55,6,63.39
North,699.9,7,99.54
West,413.38,3,137.89
West,427.71,5,83.12
West,1387.48,10,138.88
East,67.84,1,69.76
North,416.92,4,102.05
South,65.79,2,37.37
East,176.59,4,43.06
North,708.15,7,99.6
East,575.23,7,82.39
East,161.71,2,73.58
East,120.13,3,42.47
South,210.06,5,39.73
North,50.53,1,57.24
East,177.93,3,56.49
East,61.64,1,54.36
South,25.75,1,32.51
West,968.64,9,108.29
South,272.09,6,44.98
East,513.64,6,86.6
East,466.83,8,59.03
East,386.35,5,76.83
West,592.78,9,64.48
West,958.79,10,96.34
East,565.4,5,113.12
North,77.96,1,64.25
North,290.83,3,93.28
East,178.45,4,43.44
East,656.26,8,80.58
East,223.79,3,76.31
West,449.84,7,65.12
East,200.14,4,48.03
East,384.14,6,65.01
East,635.08,7,89.72
South,216.79,3,68.78
East,149.38,2,75.95
East,185.44,3,56.92
East,470.9,8,58.48
South,290.28,5,55.53
South,130.95,3,45.68
North,184.46,2,91.49
East,527.27,6,86.16
North,204.83,2,101.83
West,3138.02,11,285.41
South,340.45,6,56.07
West,783.48,9,87.65
South,110.37,2,51.46
East,52.13,1,40.28
East,306.4,5,61.79
South,255.73,6,42.83
South,171.22,5,34.41
West,138.84,1,129.56
West,352.98,3,113.17
North,93.33,2,50.04
South,393.38,6,66.13
West,135.54,1,123.68
West,457.77,5,92.84
South,310.01,6,50.06
North,103.85,1,99.64
East,163.75,4,41.77
South,218.19,3,67.91
East,315.86,5,61.51
East,116.32,2,60.4
North,652.92,7,91.73
West,431.09,5,87.62
West,613.93,7,86.81
East,528.28,6,85.68
East,262.23,3,89.38
North,371.5,5,74.11
West,657.61,7,94.79
West,1875.16,5,374.73
East,76.71,2,41.99
East,400.08,5,81.97
West,342.1,3,111.21
West,440.75,2,215.04
South,72.54,1,65.07
South,183.14,3,62.94
East,1306.08,7,187.81
East,53.28,1,46.5
East,513.14,3,172.57
West,805.21,8,101.78
West,972.22,8,121.66
East,175.0,4,45.8
West,203.97,2,105.34
West,1120.71,7,161.12
North,58.19,1,57.33
North,87.04,1,78.25
West,87.24,1,81.06
West,442.08,5,86.05
East,230.99,4,55.88
West,190.05,2,99.94
East,391.52,5,76.68
East,595.1,7,86.32
West,355.45,3,113.94
South,61.41,1,48.34
West,1115.76,10,112.39
North,759.65,7,108.99
East,169.11,2,80.57
West,275.32,2,135.32
South,411.26,6,68.04
North,73.13,1,68.35
North,617.42,7,87.36
East,57.2,1,56.54
West,885.9,9,98.34
West,644.22,7,91.5
North,46.53,1,52.25
West,563.58,8,70.85
East,493.32,8,61.3
South,753.13,7,108.12
East,274.0,4,70.48
South,132.21,2,69.89
West,112.91,1,106.11
South,278.14,6,47.34
East,258.11,3,81.31
South,254.09,4,60.56
East,519.28,7,74.1
East,34.41,1,44.37
East,130.84,3,41.35
North,294.14,4,73.46
South,102.14,2,48.78
West,614.08,7,87.71
North,528.69,7,75.69
West,75.16,1,62.12
South,298.86,4,74.96
South,281.64,5,56.57
North,286.79,4,72.25
East,354.61,5,68.7
East,836.06,9,92.35
South,48.61,1,56.3
East,155.54,2,71.52
West,717.1,7,102.93
East,90.38,2,46.7
South,62.19,1,61.3
East,51.8,1,41.16
East,168.22,2,83.54
West,345.09,3,113.19
East,936.04,8,117.59
West,847.42,8,104.42
West,355.64,4,89.38
East,293.37,5,55.77
West,231.43,3,76.16
East,70.79,1,62.91
East,63.22,1,66.99
East,246.24,3,83.27
East,83.78,1,78.42
West,800.12,9,87.8
East,122.53,2,60.03
West,1986.83,13,152.17
South,1529.05,8,191.99
East,499.1,8,63.31
East,78.57,1,79.03
South,238.48,6,38.1
West,267.15,3,86.49
West,828.34,9,90.64
North,181.7,2,87.49
West,341.88,4,81.95
West,667.92,9,74.1
East,368.05,5,71.95
South,239.96,4,60.13
West,63.92,1,62.96
East,393.39,5,76.91
East,383.16,5,75.77
East,166.27,3,54.28
South,82.25,2,37.07
South,98.92,2,44.28
West,1069.51,9,118.81
East,414.94,7,58.9
West,293.72,3,100.16
West,847.9,9,93.72
West,83.88,1,86.37
East,231.12,4,56.84
East,336.15,4,84.18
North,1212.76,10,121.54
West,419.24,3,139.71
East,203.65,4,51.26
North,56.35,1,51.33
North,612.73,7,87.08
West,458.51,3,148.57
East,1648.99,8,205.49
West,403.3,5,80.12
East,131.91,2,64.81
North,1040.28,6,174.12
South,74.77,2,32.06
East,76.25,1,75.55
West,666.46,4,166.09
North,609.03,7,88.22
East,331.45,4,82.93
East,723.68,8,88.6
South,130.51,4,34.19
East,124.29,2,60.79
South,128.21,2,65.8
East,1211.13,10,120.41
South,43.04,1,51.33
North,69.83,1,73.46
East,50.39,1,58.89
South,172.18,3,56.47
East,501.07,6,82.45
West,641.17,9,70.11
West,677.47,7,98.21
East,692.6,8,86.94
East,238.46,5,49.66
East,216.01,3,72.37
South,189.73,3,64.72
South,205.41,4,51.54
East,1301.67,7,185.22
West,352.02,4,88.64
North,57.42,1,60.87
East,264.19,5,52.85
West,481.26,4,116.7
South,81.72,1,73.51
West,1219.16,10,121.8
East,305.67,6,52.0
North,548.51,7,77.04
West,401.84,5,81.71
West,917.04,8,115.13
East,152.08,3,53.52
West,701.59,5,139.64
East,536.83,7,74.94
West,4634.72,14,331.41
North,385.94,6,65.3
West,198.21,2,97.23
East,158.37,2,79.1
South,43.45,1,48.16
North,209.42,2,100.68
East,222.59,4,54.59
South,199.56,4,47.9
West,597.66,7,84.86
South,248.82,4,58.94
East,232.1,3,76.83
North,175.72,2,87.8
North,437.47,4,105.7
West,727.81,8,91.39
South,232.25,5,46.17
West,447.74,6,73.8
East,351.27,4,89.88
South,137.17,3,40.76
West,258.17,2,129.76
East,272.7,3,89.59
South,185.09,4,45.0
East,574.31,7,81.14
North,599.62,7,86.34
South,146.64,3,47.6
East,268.16,3,84.49
North,228.28,2,107.66
South,433.51,6,73.5
